total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,scenario_recovery_scenario,scenario_cost_budget_exceeded
300,0.99,0.01,268.93,316.42,318.71,0.961,0.5767,8,2873.4235763549805,0.057302,0.173,pass,pass,pass,pass,pass
